G;A;L;V
männlich;25 bis unter 30 Jahre;Chronische Polyarthritis und Arthrose;0
männlich;25 bis unter 30 Jahre;Krankheiten des Urogenitalsystems;4
männlich;25 bis unter 30 Jahre;Krankheiten der Niere;2
männlich;25 bis unter 30 Jahre;Schwangerschaft, Geburt und Wochenbett;0
männlich;25 bis unter 30 Jahre;Best.Zustände mit Ursprung in der Perinatalperiode;6
männlich;25 bis unter 30 Jahre;Angeb. Fehlbildungen,Deformitäten,Chromosomenanom.;23
männlich;25 bis unter 30 Jahre;Angeborene Fehlbildungen des Nervensystems;7
männlich;25 bis unter 30 Jahre;Angeborene Fehlbildungen des Kreislaufsystems;9
männlich;25 bis unter 30 Jahre;Symptome und abnorme klinische und Laborbefunde;158
männlich;25 bis unter 30 Jahre;Plötzlicher Kindstod;0
männlich;25 bis unter 30 Jahre;Sonst. ungenau bezeichnete u. unbek. Todesursachen;154
männlich;25 bis unter 30 Jahre;Äußere Ursachen von Morbidität und Mortalität;635
männlich;25 bis unter 30 Jahre;Unfälle einschließlich Spätfolgen;297
männlich;25 bis unter 30 Jahre;Transportmittelunfälle;166
männlich;25 bis unter 30 Jahre;Stürze;18
männlich;25 bis unter 30 Jahre;Ertrinken und Untergehen;25
männlich;25 bis unter 30 Jahre;Exposition gegenüber Rauch, Feuer und Flammen;5
männlich;25 bis unter 30 Jahre;Akzid. Vergiftung: schädl. Substanzen (inkl. Exp.);54
männlich;25 bis unter 30 Jahre;Vorsätzliche Selbstbeschädigung;289
männlich;25 bis unter 30 Jahre;Tätlicher Angriff;14
männlich;25 bis unter 30 Jahre;Ereignis, dessen nähere Umstände unbestimmt sind;34
männlich;30 bis unter 35 Jahre;Insgesamt;1753
männlich;30 bis unter 35 Jahre;Bestimmte infektiöse und parasitäre Krankheiten;26
männlich;30 bis unter 35 Jahre;Tuberkulose einschließlich ihrer Folgezustände;1
männlich;30 bis unter 35 Jahre;Meningokokkeninfektion;0
männlich;30 bis unter 35 Jahre;Virushepatitis;0
männlich;30 bis unter 35 Jahre;HIV-Krankheit;9
männlich;30 bis unter 35 Jahre;Neubildungen;225
männlich;30 bis unter 35 Jahre;Bösartige Neubildungen (BN);216
männlich;30 bis unter 35 Jahre;BN der Lippe, der Mundhöhle und des Pharynx;5
männlich;30 bis unter 35 Jahre;BN des Ösophagus;2
männlich;30 bis unter 35 Jahre;BN des Magens;15
männlich;30 bis unter 35 Jahre;BN des Dickdarms;16
männlich;30 bis unter 35 Jahre;BN des Rektums, des Anus und am Rektosigmoid;6
männlich;30 bis unter 35 Jahre;BN der Leber, der Gallenwege und des Pankreas;20
männlich;30 bis unter 35 Jahre;BN der Leber und der intrahepatischen Gallengänge;6
männlich;30 bis unter 35 Jahre;BN des Pankreas;7
männlich;30 bis unter 35 Jahre;BN d. Larynx, d. Trachea, d. Bronchien u. d. Lunge;12
männlich;30 bis unter 35 Jahre;BN der Bronchien und der Lunge;11
männlich;30 bis unter 35 Jahre;Melanom und sonstige bösartige Neubild. der Haut;10
männlich;30 bis unter 35 Jahre;Bösartiges Melanom der Haut;10
männlich;30 bis unter 35 Jahre;BN der Brustdrüse;0
männlich;30 bis unter 35 Jahre;BN der Genital- und Harnorgane;12
männlich;30 bis unter 35 Jahre;BN der Cervix uteri;0
männlich;30 bis unter 35 Jahre;BN des Corpus uteri u. Uterus, Teil n.n. bezeichn.;0
männlich;30 bis unter 35 Jahre;BN des Ovars;0
männlich;30 bis unter 35 Jahre;BN der Prostata;1
männlich;30 bis unter 35 Jahre;BN der Niere, ausgenommen Nierenbecken;0
männlich;30 bis unter 35 Jahre;BN der Harnblase;2
männlich;30 bis unter 35 Jahre;BN d. lymphat., blutbild. u. verwandten Gewebes;36
männlich;30 bis unter 35 Jahre;Leukämie;19
männlich;30 bis unter 35 Jahre;Gutartige Neubildungen;3
männlich;30 bis unter 35 Jahre;Krankheiten des Blutes u. der blutbildenden Organe;10
männlich;30 bis unter 35 Jahre;Endokrine, Ernährungs- u. Stoffwechselkrankheiten;40
männlich;30 bis unter 35 Jahre;Diabetes mellitus;11
männlich;30 bis unter 35 Jahre;Psychische und Verhaltensstörungen;93
männlich;30 bis unter 35 Jahre;Psychische und Verhaltensstörungen durch Alkohol;39
männlich;30 bis unter 35 Jahre;Psych. u. Verhaltensstörungen d.a.psychotr. Subst.;43
männlich;30 bis unter 35 Jahre;Krankheiten d. Nervensystems u. d. Sinnesorgane;72
männlich;30 bis unter 35 Jahre;Meningitis;3
männlich;30 bis unter 35 Jahre;Krankheiten des Kreislaufsystems;183
männlich;30 bis unter 35 Jahre;Hypertonie (Hochdruckkrankheit);8
männlich;30 bis unter 35 Jahre;Ischämische Herzkrankheiten;41
männlich;30 bis unter 35 Jahre;Akuter oder rezidivierender Myokardinfarkt;33
männlich;30 bis unter 35 Jahre;Sonstige Formen der Herzkrankheit;55
männlich;30 bis unter 35 Jahre;Sonstige Krankheiten des Endokards;11
männlich;30 bis unter 35 Jahre;Zerebrovaskuläre Krankheiten;23
männlich;30 bis unter 35 Jahre;Schlaganfall, nicht als Blutung oder Infarkt bez.;1
männlich;30 bis unter 35 Jahre;Krankheiten der Arterien, Arteriolen und Kapillare;16
männlich;30 bis unter 35 Jahre;Krankheiten des Atmungssystems;34
männlich;30 bis unter 35 Jahre;Grippe;4
männlich;30 bis unter 35 Jahre;Pneumonie;11
männlich;30 bis unter 35 Jahre;Chronische Krankheiten der unteren Atemwege;8
männlich;30 bis unter 35 Jahre;Asthma;4
männlich;30 bis unter 35 Jahre;Krankheiten des Verdauungssystems;96
männlich;30 bis unter 35 Jahre;Ulcus ventriculi, duodeni, pepticum, pept. jejuni;1
männlich;30 bis unter 35 Jahre;Krankheiten der Leber;72
männlich;30 bis unter 35 Jahre;Alkoh.Leberkh.,Chron.Hepatitis,Leberfibr.u.-zirr.;69
männlich;30 bis unter 35 Jahre;Krankheiten der Haut und der Unterhaut;0
männlich;30 bis unter 35 Jahre;Krankh. des Muskel-Skelett-Systems u. Bindegewebes;7
männlich;30 bis unter 35 Jahre;Chronische Polyarthritis und Arthrose;0
männlich;30 bis unter 35 Jahre;Krankheiten des Urogenitalsystems;7
männlich;30 bis unter 35 Jahre;Krankheiten der Niere;6
männlich;30 bis unter 35 Jahre;Schwangerschaft, Geburt und Wochenbett;0
männlich;30 bis unter 35 Jahre;Best.Zustände mit Ursprung in der Perinatalperiode;10
männlich;30 bis unter 35 Jahre;Angeb. Fehlbildungen,Deformitäten,Chromosomenanom.;11
männlich;30 bis unter 35 Jahre;Angeborene Fehlbildungen des Nervensystems;1
männlich;30 bis unter 35 Jahre;Angeborene Fehlbildungen des Kreislaufsystems;4
männlich;30 bis unter 35 Jahre;Symptome und abnorme klinische und Laborbefunde;218
männlich;30 bis unter 35 Jahre;Plötzlicher Kindstod;0
männlich;30 bis unter 35 Jahre;Sonst. ungenau bezeichnete u. unbek. Todesursachen;212
männlich;30 bis unter 35 Jahre;Äußere Ursachen von Morbidität und Mortalität;721
männlich;30 bis unter 35 Jahre;Unfälle einschließlich Spätfolgen;332
männlich;30 bis unter 35 Jahre;Transportmittelunfälle;151
männlich;30 bis unter 35 Jahre;Stürze;29
männlich;30 bis unter 35 Jahre;Ertrinken und Untergehen;14
männlich;30 bis unter 35 Jahre;Exposition gegenüber Rauch, Feuer und Flammen;4
männlich;30 bis unter 35 Jahre;Akzid. Vergiftung: schädl. Substanzen (inkl. Exp.);104
männlich;30 bis unter 35 Jahre;Vorsätzliche Selbstbeschädigung;329
männlich;30 bis unter 35 Jahre;Tätlicher Angriff;11
männlich;30 bis unter 35 Jahre;Ereignis, dessen nähere Umstände unbestimmt sind;47
männlich;35 bis unter 40 Jahre;Insgesamt;2491
männlich;35 bis unter 40 Jahre;Bestimmte infektiöse und parasitäre Krankheiten;46
männlich;35 bis unter 40 Jahre;Tuberkulose einschließlich ihrer Folgezustände;4
männlich;35 bis unter 40 Jahre;Meningokokkeninfektion;0
männlich;35 bis unter 40 Jahre;Virushepatitis;6
männlich;35 bis unter 40 Jahre;HIV-Krankheit;12
männlich;35 bis unter 40 Jahre;Neubildungen;384
männlich;35 bis unter 40 Jahre;Bösartige Neubildungen (BN);372
männlich;35 bis unter 40 Jahre;BN der Lippe, der Mundhöhle und des Pharynx;11
männlich;35 bis unter 40 Jahre;BN des Ösophagus;16
männlich;35 bis unter 40 Jahre;BN des Magens;23
männlich;35 bis unter 40 Jahre;BN des Dickdarms;24
männlich;35 bis unter 40 Jahre;BN des Rektums, des Anus und am Rektosigmoid;17
männlich;35 bis unter 40 Jahre;BN der Leber, der Gallenwege und des Pankreas;28
männlich;35 bis unter 40 Jahre;BN der Leber und der intrahepatischen Gallengänge;10
männlich;35 bis unter 40 Jahre;BN des Pankreas;16
männlich;35 bis unter 40 Jahre;BN d. Larynx, d. Trachea, d. Bronchien u. d. Lunge;32
männlich;35 bis unter 40 Jahre;BN der Bronchien und der Lunge;32
männlich;35 bis unter 40 Jahre;Melanom und sonstige bösartige Neubild. der Haut;23
männlich;35 bis unter 40 Jahre;Bösartiges Melanom der Haut;23
männlich;35 bis unter 40 Jahre;BN der Brustdrüse;0
männlich;35 bis unter 40 Jahre;BN der Genital- und Harnorgane;29
männlich;35 bis unter 40 Jahre;BN der Cervix uteri;0
männlich;35 bis unter 40 Jahre;BN des Corpus uteri u. Uterus, Teil n.n. bezeichn.;0
männlich;35 bis unter 40 Jahre;BN des Ovars;0
männlich;35 bis unter 40 Jahre;BN der Prostata;1
männlich;35 bis unter 40 Jahre;BN der Niere, ausgenommen Nierenbecken;8
männlich;35 bis unter 40 Jahre;BN der Harnblase;5
männlich;35 bis unter 40 Jahre;BN d. lymphat., blutbild. u. verwandten Gewebes;40
männlich;35 bis unter 40 Jahre;Leukämie;25
männlich;35 bis unter 40 Jahre;Gutartige Neubildungen;5
männlich;35 bis unter 40 Jahre;Krankheiten des Blutes u. der blutbildenden Organe;9
männlich;35 bis unter 40 Jahre;Endokrine, Ernährungs- u. Stoffwechselkrankheiten;63
männlich;35 bis unter 40 Jahre;Diabetes mellitus;32
männlich;35 bis unter 40 Jahre;Psychische und Verhaltensstörungen;168
männlich;35 bis unter 40 Jahre;Psychische und Verhaltensstörungen durch Alkohol;76
männlich;35 bis unter 40 Jahre;Psych. u. Verhaltensstörungen d.a.psychotr. Subst.;76
männlich;35 bis unter 40 Jahre;Krankheiten d. Nervensystems u. d. Sinnesorgane;104
männlich;35 bis unter 40 Jahre;Meningitis;4
männlich;35 bis unter 40 Jahre;Krankheiten des Kreislaufsystems;292
männlich;35 bis unter 40 Jahre;Hypertonie (Hochdruckkrankheit);18
männlich;35 bis unter 40 Jahre;Ischämische Herzkrankheiten;95
männlich;35 bis unter 40 Jahre;Akuter oder rezidivierender Myokardinfarkt;70
männlich;35 bis unter 40 Jahre;Sonstige Formen der Herzkrankheit;68
männlich;35 bis unter 40 Jahre;Sonstige Krankheiten des Endokards;7
männlich;35 bis unter 40 Jahre;Zerebrovaskuläre Krankheiten;42
männlich;35 bis unter 40 Jahre;Schlaganfall, nicht als Blutung oder Infarkt bez.;2
männlich;35 bis unter 40 Jahre;Krankheiten der Arterien, Arteriolen und Kapillare;27
männlich;35 bis unter 40 Jahre;Krankheiten des Atmungssystems;48
männlich;35 bis unter 40 Jahre;Grippe;4
männlich;35 bis unter 40 Jahre;Pneumonie;14
männlich;35 bis unter 40 Jahre;Chronische Krankheiten der unteren Atemwege;11
männlich;35 bis unter 40 Jahre;Asthma;5
männlich;35 bis unter 40 Jahre;Krankheiten des Verdauungssystems;181
männlich;35 bis unter 40 Jahre;Ulcus ventriculi, duodeni, pepticum, pept. jejuni;6
männlich;35 bis unter 40 Jahre;Krankheiten der Leber;124
männlich;35 bis unter 40 Jahre;Alkoh.Leberkh.,Chron.Hepatitis,Leberfibr.u.-zirr.;117
männlich;35 bis unter 40 Jahre;Krankheiten der Haut und der Unterhaut;4
männlich;35 bis unter 40 Jahre;Krankh. des Muskel-Skelett-Systems u. Bindegewebes;7
männlich;35 bis unter 40 Jahre;Chronische Polyarthritis und Arthrose;0
männlich;35 bis unter 40 Jahre;Krankheiten des Urogenitalsystems;18
männlich;35 bis unter 40 Jahre;Krankheiten der Niere;14
männlich;35 bis unter 40 Jahre;Schwangerschaft, Geburt und Wochenbett;0
männlich;35 bis unter 40 Jahre;Best.Zustände mit Ursprung in der Perinatalperiode;6
männlich;35 bis unter 40 Jahre;Angeb. Fehlbildungen,Deformitäten,Chromosomenanom.;21
männlich;35 bis unter 40 Jahre;Angeborene Fehlbildungen des Nervensystems;3
männlich;35 bis unter 40 Jahre;Angeborene Fehlbildungen des Kreislaufsystems;7
männlich;35 bis unter 40 Jahre;Symptome und abnorme klinische und Laborbefunde;356
männlich;35 bis unter 40 Jahre;Plötzlicher Kindstod;0
männlich;35 bis unter 40 Jahre;Sonst. ungenau bezeichnete u. unbek. Todesursachen;348
männlich;35 bis unter 40 Jahre;Äußere Ursachen von Morbidität und Mortalität;784
männlich;35 bis unter 40 Jahre;Unfälle einschließlich Spätfolgen;345
männlich;35 bis unter 40 Jahre;Transportmittelunfälle;117
männlich;35 bis unter 40 Jahre;Stürze;36
männlich;35 bis unter 40 Jahre;Ertrinken und Untergehen;13
männlich;35 bis unter 40 Jahre;Exposition gegenüber Rauch, Feuer und Flammen;8
männlich;35 bis unter 40 Jahre;Akzid. Vergiftung: schädl. Substanzen (inkl. Exp.);108
männlich;35 bis unter 40 Jahre;Vorsätzliche Selbstbeschädigung;367
männlich;35 bis unter 40 Jahre;Tätlicher Angriff;8
männlich;35 bis unter 40 Jahre;Ereignis, dessen nähere Umstände unbestimmt sind;64
männlich;40 bis unter 45 Jahre;Insgesamt;3569
männlich;40 bis unter 45 Jahre;Bestimmte infektiöse und parasitäre Krankheiten;69
männlich;40 bis unter 45 Jahre;Tuberkulose einschließlich ihrer Folgezustände;6
männlich;40 bis unter 45 Jahre;Meningokokkeninfektion;0
männlich;40 bis unter 45 Jahre;Virushepatitis;20
männlich;40 bis unter 45 Jahre;HIV-Krankheit;15
männlich;40 bis unter 45 Jahre;Neubildungen;621
männlich;40 bis unter 45 Jahre;Bösartige Neubildungen (BN);602
männlich;40 bis unter 45 Jahre;BN der Lippe, der Mundhöhle und des Pharynx;27
männlich;40 bis unter 45 Jahre;BN des Ösophagus;27
männlich;40 bis unter 45 Jahre;BN des Magens;50
männlich;40 bis unter 45 Jahre;BN des Dickdarms;39
männlich;40 bis unter 45 Jahre;BN des Rektums, des Anus und am Rektosigmoid;24
männlich;40 bis unter 45 Jahre;BN der Leber, der Gallenwege und des Pankreas;61
männlich;40 bis unter 45 Jahre;BN der Leber und der intrahepatischen Gallengänge;23
männlich;40 bis unter 45 Jahre;BN des Pankreas;35
männlich;40 bis unter 45 Jahre;BN d. Larynx, d. Trachea, d. Bronchien u. d. Lunge;86
männlich;40 bis unter 45 Jahre;BN der Bronchien und der Lunge;81
männlich;40 bis unter 45 Jahre;Melanom und sonstige bösartige Neubild. der Haut;30
männlich;40 bis unter 45 Jahre;Bösartiges Melanom der Haut;27
männlich;40 bis unter 45 Jahre;BN der Brustdrüse;1
männlich;40 bis unter 45 Jahre;BN der Genital- und Harnorgane;38
männlich;40 bis unter 45 Jahre;BN der Cervix uteri;0
männlich;40 bis unter 45 Jahre;BN des Corpus uteri u. Uterus, Teil n.n. bezeichn.;0
männlich;40 bis unter 45 Jahre;BN des Ovars;0
männlich;40 bis unter 45 Jahre;BN der Prostata;1
männlich;40 bis unter 45 Jahre;BN der Niere, ausgenommen Nierenbecken;16
männlich;40 bis unter 45 Jahre;BN der Harnblase;6
männlich;40 bis unter 45 Jahre;BN d. lymphat., blutbild. u. verwandten Gewebes;53
männlich;40 bis unter 45 Jahre;Leukämie;27
männlich;40 bis unter 45 Jahre;Gutartige Neubildungen;5
männlich;40 bis unter 45 Jahre;Krankheiten des Blutes u. der blutbildenden Organe;14
männlich;40 bis unter 45 Jahre;Endokrine, Ernährungs- u. Stoffwechselkrankheiten;100
männlich;40 bis unter 45 Jahre;Diabetes mellitus;52
männlich;40 bis unter 45 Jahre;Psychische und Verhaltensstörungen;222
männlich;40 bis unter 45 Jahre;Psychische und Verhaltensstörungen durch Alkohol;120
männlich;40 bis unter 45 Jahre;Psych. u. Verhaltensstörungen d.a.psychotr. Subst.;82
männlich;40 bis unter 45 Jahre;Krankheiten d. Nervensystems u. d. Sinnesorgane;124
männlich;40 bis unter 45 Jahre;Meningitis;2
männlich;40 bis unter 45 Jahre;Krankheiten des Kreislaufsystems;572
männlich;40 bis unter 45 Jahre;Hypertonie (Hochdruckkrankheit);25
männlich;40 bis unter 45 Jahre;Ischämische Herzkrankheiten;244
männlich;40 bis unter 45 Jahre;Akuter oder rezidivierender Myokardinfarkt;180
männlich;40 bis unter 45 Jahre;Sonstige Formen der Herzkrankheit;102
männlich;40 bis unter 45 Jahre;Sonstige Krankheiten des Endokards;14
männlich;40 bis unter 45 Jahre;Zerebrovaskuläre Krankheiten;98
männlich;40 bis unter 45 Jahre;Schlaganfall, nicht als Blutung oder Infarkt bez.;4
männlich;40 bis unter 45 Jahre;Krankheiten der Arterien, Arteriolen und Kapillare;29
männlich;40 bis unter 45 Jahre;Krankheiten des Atmungssystems;94
männlich;40 bis unter 45 Jahre;Grippe;11
männlich;40 bis unter 45 Jahre;Pneumonie;22
männlich;40 bis unter 45 Jahre;Chronische Krankheiten der unteren Atemwege;37
männlich;40 bis unter 45 Jahre;Asthma;13
männlich;40 bis unter 45 Jahre;Krankheiten des Verdauungssystems;315
männlich;40 bis unter 45 Jahre;Ulcus ventriculi, duodeni, pepticum, pept. jejuni;13
männlich;40 bis unter 45 Jahre;Krankheiten der Leber;224
männlich;40 bis unter 45 Jahre;Alkoh.Leberkh.,Chron.Hepatitis,Leberfibr.u.-zirr.;215
männlich;40 bis unter 45 Jahre;Krankheiten der Haut und der Unterhaut;4
männlich;40 bis unter 45 Jahre;Krankh. des Muskel-Skelett-Systems u. Bindegewebes;13
männlich;40 bis unter 45 Jahre;Chronische Polyarthritis und Arthrose;1
männlich;40 bis unter 45 Jahre;Krankheiten des Urogenitalsystems;20
männlich;40 bis unter 45 Jahre;Krankheiten der Niere;17
männlich;40 bis unter 45 Jahre;Schwangerschaft, Geburt und Wochenbett;0
männlich;40 bis unter 45 Jahre;Best.Zustände mit Ursprung in der Perinatalperiode;4
männlich;40 bis unter 45 Jahre;Angeb. Fehlbildungen,Deformitäten,Chromosomenanom.;26
männlich;40 bis unter 45 Jahre;Angeborene Fehlbildungen des Nervensystems;7
männlich;40 bis unter 45 Jahre;Angeborene Fehlbildungen des Kreislaufsystems;6
männlich;40 bis unter 45 Jahre;Symptome und abnorme klinische und Laborbefunde;520
männlich;40 bis unter 45 Jahre;Plötzlicher Kindstod;0
männlich;40 bis unter 45 Jahre;Sonst. ungenau bezeichnete u. unbek. Todesursachen;511
männlich;40 bis unter 45 Jahre;Äußere Ursachen von Morbidität und Mortalität;851
männlich;40 bis unter 45 Jahre;Unfälle einschließlich Spätfolgen;376
männlich;40 bis unter 45 Jahre;Transportmittelunfälle;112
männlich;40 bis unter 45 Jahre;Stürze;43
männlich;40 bis unter 45 Jahre;Ertrinken und Untergehen;16
männlich;40 bis unter 45 Jahre;Exposition gegenüber Rauch, Feuer und Flammen;6
männlich;40 bis unter 45 Jahre;Akzid. Vergiftung: schädl. Substanzen (inkl. Exp.);124
männlich;40 bis unter 45 Jahre;Vorsätzliche Selbstbeschädigung;381
männlich;40 bis unter 45 Jahre;Tätlicher Angriff;21
männlich;40 bis unter 45 Jahre;Ereignis, dessen nähere Umstände unbestimmt sind;71
männlich;45 bis unter 50 Jahre;Insgesamt;6554
männlich;45 bis unter 50 Jahre;Bestimmte infektiöse und parasitäre Krankheiten;114
männlich;45 bis unter 50 Jahre;Tuberkulose einschließlich ihrer Folgezustände;3
männlich;45 bis unter 50 Jahre;Meningokokkeninfektion;2
männlich;45 bis unter 50 Jahre;Virushepatitis;19
männlich;45 bis unter 50 Jahre;HIV-Krankheit;29
männlich;45 bis unter 50 Jahre;Neubildungen;1585
männlich;45 bis unter 50 Jahre;Bösartige Neubildungen (BN);1549
männlich;45 bis unter 50 Jahre;BN der Lippe, der Mundhöhle und des Pharynx;86
männlich;45 bis unter 50 Jahre;BN des Ösophagus;88
männlich;45 bis unter 50 Jahre;BN des Magens;107
männlich;45 bis unter 50 Jahre;BN des Dickdarms;100
männlich;45 bis unter 50 Jahre;BN des Rektums, des Anus und am Rektosigmoid;70
männlich;45 bis unter 50 Jahre;BN der Leber, der Gallenwege und des Pankreas;212
männlich;45 bis unter 50 Jahre;BN der Leber und der intrahepatischen Gallengänge;53
männlich;45 bis unter 50 Jahre;BN des Pankreas;143
männlich;45 bis unter 50 Jahre;BN d. Larynx, d. Trachea, d. Bronchien u. d. Lunge;292
männlich;45 bis unter 50 Jahre;BN der Bronchien und der Lunge;275
männlich;45 bis unter 50 Jahre;Melanom und sonstige bösartige Neubild. der Haut;58
männlich;45 bis unter 50 Jahre;Bösartiges Melanom der Haut;55
männlich;45 bis unter 50 Jahre;BN der Brustdrüse;6
männlich;45 bis unter 50 Jahre;BN der Genital- und Harnorgane;111
männlich;45 bis unter 50 Jahre;BN der Cervix uteri;0
männlich;45 bis unter 50 Jahre;BN des Corpus uteri u. Uterus, Teil n.n. bezeichn.;0
männlich;45 bis unter 50 Jahre;BN des Ovars;0
männlich;45 bis unter 50 Jahre;BN der Prostata;13
männlich;45 bis unter 50 Jahre;BN der Niere, ausgenommen Nierenbecken;44
männlich;45 bis unter 50 Jahre;BN der Harnblase;18
männlich;45 bis unter 50 Jahre;BN d. lymphat., blutbild. u. verwandten Gewebes;99
männlich;45 bis unter 50 Jahre;Leukämie;41
männlich;45 bis unter 50 Jahre;Gutartige Neubildungen;6
männlich;45 bis unter 50 Jahre;Krankheiten des Blutes u. der blutbildenden Organe;31
männlich;45 bis unter 50 Jahre;Endokrine, Ernährungs- u. Stoffwechselkrankheiten;205
